Quantity Sold(MT),Registration Type*,Entity Type*,Name of the Entity *,Address*,State*,District*,GST No. of Seller *,Buyer GST,HSN CODE,E-Invoice Number*,Bank Account No*,IFSC Code*,Principal Amount(₹)*,GST & Other Charges(₹)*,Sales date*,EPR Invoice Number,Data Value,Uploaded On,Invoice update Status,Invoice Updated on,datetime,message
0.08792445,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,06AACCS5331F1ZO,39202090,24008174,001581400000054,YESB0000015,75894,13660.919999999998,Wed Apr 10 2024 05:30:00 GMT+0530 (India Standard Time),202601257111068,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)0.088Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AACCS5331F1ZOhsnCode39202090invno24008174Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)75894.00GST Amount(₹)13660.92Sales date2024-04-10",Sun Jan 25 2026 18:24:37 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",,2026-01-30T03:52:33.189Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
1.1735067600000002,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,27ACLPY4690B1Z6,39202090,24008208,001581400000054,YESB0000015,923889.6,166300.13,Fri Apr 12 2024 05:30:00 GMT+0530 (India Standard Time),202601257111079,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)1.174Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer27ACLPY4690B1Z6hsnCode39202090invno24008208Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)923889.60GST Amount(₹)166300.13Sales date2024-04-12",Sun Jan 25 2026 18:26:49 GMT+0530 (India Standard Time),"Failed: ×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'",,2026-01-30T03:52:48.024Z,"×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'"
1.09604047,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,27ACLPY4690B1Z6,39219094,24008209,001581400000054,YESB0000015,262509.1,47251.640000000014,Fri Apr 12 2024 05:30:00 GMT+0530 (India Standard Time),202601257111083,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)1.096Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer27ACLPY4690B1Z6hsnCode39219094invno24008209Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)262509.10GST Amount(₹)47251.64Sales date2024-04-12",Sun Jan 25 2026 18:27:20 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",,2026-01-30T03:53:02.866Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
0.10896727999999999,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,27ACLPY4690B1Z6,39202090,24008215,001581400000054,YESB0000015,85788.8,15441.979999999996,Fri Apr 12 2024 05:30:00 GMT+0530 (India Standard Time),202601257111089,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)0.109Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer27ACLPY4690B1Z6hsnCode39202090invno24008215Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)85788.80GST Amount(₹)15441.98Sales date2024-04-12",Sun Jan 25 2026 18:28:23 GMT+0530 (India Standard Time),"Failed: ×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'",,2026-01-30T03:53:16.708Z,"×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'"
0.28636803600000005,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,04AAUPG1485F1ZO,39202020,24008252,001581400000054,YESB0000015,129025.2,23376.750000000015,Sun Apr 14 2024 05:30:00 GMT+0530 (India Standard Time),202601257111105,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)0.286Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer04AAUPG1485F1ZOhsnCode39202020invno24008252Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)129025.20GST Amount(₹)23376.75Sales date2024-04-14",Sun Jan 25 2026 18:31:43 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",Sun Jan 25 2026 21:52:27 GMT+0530 (India Standard Time),2026-01-30T03:53:31.223Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
2.1222052499999995,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,07AAMPK1275D1ZU,39202090,24008287,001581400000054,YESB0000015,1278936.82,231717.92999999993,Tue Apr 16 2024 05:30:00 GMT+0530 (India Standard Time),202601257111117,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)2.122Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAMPK1275D1ZUhsnCode39202090invno24008287Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1278936.82GST Amount(₹)231717.93Sales date2024-04-16",Sun Jan 25 2026 18:33:49 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",Sun Jan 25 2026 21:53:50 GMT+0530 (India Standard Time),2026-01-30T03:53:47.125Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
0.09559938999999999,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,06AACCS5331F1ZO,39202090,24008303,001581400000054,YESB0000015,82518.8,14853.37999999999,Tue Apr 16 2024 05:30:00 GMT+0530 (India Standard Time),202601257111119,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)0.096Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AACCS5331F1ZOhsnCode39202090invno24008303Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)82518.80GST Amount(₹)14853.38Sales date2024-04-16",Sun Jan 25 2026 18:34:31 GMT+0530 (India Standard Time),"Failed: locator.waitFor: Target page, context or browser has been closed
Call log:
[2m  - waiting for locator('#ScrollableSimpleTableBody tr').filter({ hasText: '202601257111119' }).first() to be visible[22m",Sun Jan 25 2026 21:54:10 GMT+0530 (India Standard Time),2026-01-30T03:53:57.506Z,"locator.waitFor: Target page, context or browser has been closed
Call log:
[2m  - waiting for locator('#ScrollableSimpleTableBody tr').filter({ hasText: '202601257111119' }).first() to be visible[22m
"
0.08792445,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,06AACCS5331F1ZO,39202090,24008174,001581400000054,YESB0000015,75894,13660.919999999998,Wed Apr 10 2024 05:30:00 GMT+0530 (India Standard Time),202601257111068,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)0.088Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AACCS5331F1ZOhsnCode39202090invno24008174Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)75894.00GST Amount(₹)13660.92Sales date2024-04-10",Sun Jan 25 2026 18:24:37 GMT+0530 (India Standard Time),"Failed: ×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'
×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",,2026-01-30T03:57:57.057Z,"×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'
×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
1.1735067600000002,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,27ACLPY4690B1Z6,39202090,24008208,001581400000054,YESB0000015,923889.6,166300.13,Fri Apr 12 2024 05:30:00 GMT+0530 (India Standard Time),202601257111079,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)1.174Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer27ACLPY4690B1Z6hsnCode39202090invno24008208Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)923889.60GST Amount(₹)166300.13Sales date2024-04-12",Sun Jan 25 2026 18:26:49 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",,2026-01-30T03:58:06.997Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
1.09604047,Registered,Producer,202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITED,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur",PUNJAB,Nawanshahr (Shahid Bhagat Singh Nagar),03AAICM5508J1ZI,27ACLPY4690B1Z6,39219094,24008209,001581400000054,YESB0000015,262509.1,47251.640000000014,Fri Apr 12 2024 05:30:00 GMT+0530 (India Standard Time),202601257111083,"Please check and confirm the following details. These details cannot be changed later.Quantity Sold(MT)1.096Registration TypeRegisteredEntity TypeProducerAddressBhai Mohan Singh Nagar, Railmajra, Tehsil BalachaurDistrictNawanshahr (Shahid Bhagat Singh Nagar)StatePUNJABName of the Entity202302227544808557-TOPPAN SPECIALITY FILMS PRIVATE LIMITEDGST No. of Seller03AAICM5508J1ZIGST No. of Buyer27ACLPY4690B1Z6hsnCode39219094invno24008209Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)262509.10GST Amount(₹)47251.64Sales date2024-04-12",Sun Jan 25 2026 18:27:20 GMT+0530 (India Standard Time),"Failed: ×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information.",,2026-01-30T03:58:15.975Z,"×
Error
Unable to verify the GST e-invoice: HSN Code in the uploaded e-invoice document are not matching with the GST Network information."
