datetime,row,e_invoice_number,epr_invoice_number,status,message
2026-02-10T06:50:02.212Z,2792,B02416009189,202601317340633,Success,Already uploaded (green status).
2026-02-10T06:50:05.599Z,2793,B02416009207,202601317340636,Success,Already uploaded (green status).
2026-02-10T06:50:08.978Z,2794,B02416009212,202601317340643,Success,Already uploaded (green status).
2026-02-10T06:50:11.797Z,2795,B02416009213,202601317340646,Success,Already uploaded (green status).
2026-02-10T06:50:14.509Z,2796,B02416009216,202601317340658,Success,Already uploaded (green status).
2026-02-10T06:50:17.244Z,2797,B02416009253,202601317340661,Success,Already uploaded (green status).
2026-02-10T06:50:20.474Z,2798,B02416009257,202601317340669,Failed,Invoice PDF not found for E-Invoice Number: B02416009257
2026-02-10T06:50:25.446Z,2799,B02416009265,202601317340673,Success,Already uploaded (green status).
2026-02-10T06:50:28.734Z,2800,B02416009283,202601317340681,Failed,Invoice PDF not found for E-Invoice Number: B02416009283
2026-02-10T06:50:34.611Z,2801,B02416009284,202601317340683,Failed,Invoice PDF not found for E-Invoice Number: B02416009284
2026-02-10T06:50:40.106Z,2802,B02416009304,202601317340693,Failed,Invoice PDF not found for E-Invoice Number: B02416009304
2026-02-10T06:50:55.043Z,2803,B02416009307,202601317340695,Failed,Invoice PDF not found for E-Invoice Number: B02416009307
2026-02-10T06:51:02.221Z,2804,B02416009320,202601317340702,Success,Already uploaded (green status).
2026-02-10T06:51:05.077Z,2805,B02416009321,202601317340705,Success,Already uploaded (green status).
2026-02-10T06:51:07.727Z,2806,B02416009322,202601317340714,Success,Already uploaded (green status).
2026-02-10T06:51:10.492Z,2807,B02416009339,202601317340716,Success,Already uploaded (green status).
2026-02-10T06:51:13.795Z,2808,B02416009341,202601317340725,Success,Already uploaded (green status).
2026-02-10T06:51:16.549Z,2809,B02416009354,202601317340729,Success,Already uploaded (green status).
2026-02-10T06:51:19.819Z,2810,B02416009356,202601317340738,Success,Already uploaded (green status).
2026-02-10T06:51:23.183Z,2811,B02416009357,202601317340740,Success,Already uploaded (green status).
2026-02-10T06:51:26.671Z,2812,B02416009370,202601317340750,Success,Already uploaded (green status).
2026-02-10T06:51:29.449Z,2813,B02416009371,202601317340752,Success,Already uploaded (green status).
2026-02-10T06:51:32.381Z,2814,B02416009372,202601317340762,Success,Already uploaded (green status).
2026-02-10T06:51:35.857Z,2815,B02416009403,202601317340763,Success,Already uploaded (green status).
2026-02-10T06:51:39.059Z,2816,B02416009410,202601317340774,Failed,Invoice PDF not found for E-Invoice Number: B02416009410
2026-02-10T06:51:50.424Z,2817,B02416009416,202601317340777,Success,Already uploaded (green status).
2026-02-10T06:51:53.815Z,2818,B02416009425,202601317340784,Success,Already uploaded (green status).
2026-02-10T06:51:57.133Z,2819,B02416009427,202601317340787,Success,Already uploaded (green status).
2026-02-10T06:57:44.304Z,42,B02416000220,202601317330230,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:57:51.591Z,83,B02416000661,202601317330444,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T06:58:06.825Z,92,B02416000748,202601317330496,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:58:13.192Z,100,B02416000853,202601317330547,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:58:28.346Z,111,B02416000946,202601317331985,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:58:42.879Z,126,B02416001088,202601317330817,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:58:58.599Z,171,B02416001706,202601317331165,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:59:13.480Z,172,B02416001707,202601317331168,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:59:28.419Z,218,B02416002071,202601317331487,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T06:59:37.788Z,229,B02416002163,202601317331539,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T06:59:44.494Z,230,B02416002164,202601317331542,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T06:59:58.617Z,278,B02416002594,202601317331702,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:00:10.422Z,281,B02416002625,202601317331712,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:00:13.003Z,318,B02416002998,202601317331852,Success,Already uploaded (green status).
2026-02-10T07:00:15.474Z,366,B02416003353,202601317332310,Success,Already uploaded (green status).
2026-02-10T07:00:22.711Z,588,B02416005179,202601317335485,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T07:00:29.901Z,615,B02416005334,202601317335856,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T07:00:45.907Z,621,B02416005389,202601317335962,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:00:49.284Z,663,B02416005805,202601317338256,Failed,Invoice PDF not found for E-Invoice Number: B02416005805
2026-02-10T07:01:00.277Z,664,B02416005813,202601317338261,Success,Already uploaded (green status).
2026-02-10T07:01:03.321Z,665,B02416005816,202601317338269,Success,Already uploaded (green status).
2026-02-10T07:01:05.943Z,732,B02416006244,202601317338832,Success,Already uploaded (green status).
2026-02-10T07:01:08.374Z,733,B02416006246,202601317338840,Success,Already uploaded (green status).
2026-02-10T07:01:10.748Z,735,B02416006250,202601317338848,Success,Already uploaded (green status).
2026-02-10T07:01:13.309Z,736,B02416006251,202601317338853,Success,Already uploaded (green status).
2026-02-10T07:01:16.268Z,737,B02416006263,202601317338858,Success,Already uploaded (green status).
2026-02-10T07:01:18.755Z,738,B02416006264,202601317338863,Success,Already uploaded (green status).
2026-02-10T07:01:21.194Z,739,B02416006265,202601317338869,Success,Already uploaded (green status).
2026-02-10T07:01:24.195Z,740,B02416006266,202601317338877,Success,Already uploaded (green status).
2026-02-10T07:01:39.481Z,742,B02416006289,202601317338896,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:01:42.205Z,743,B02416006290,202601317338906,Success,Already uploaded (green status).
2026-02-10T07:01:44.666Z,746,B02416006302,202601317338933,Success,Already uploaded (green status).
2026-02-10T07:01:48.039Z,747,B02416006303,202601317338940,Success,Already uploaded (green status).
2026-02-10T07:01:51.141Z,748,B02416006323,202601317338942,Success,Already uploaded (green status).
2026-02-10T07:01:53.617Z,768,B02416006455,202601317338984,Success,Already uploaded (green status).
2026-02-10T07:01:56.239Z,781,B02416006582,202601317339012,Success,Already uploaded (green status).
2026-02-10T07:01:59.428Z,784,B02416006614,202601317339017,Success,Already uploaded (green status).
2026-02-10T07:02:01.878Z,795,B02416006717,202601317339043,Success,Already uploaded (green status).
2026-02-10T07:02:04.414Z,800,B02416006747,202601317339052,Success,Already uploaded (green status).
2026-02-10T07:02:10.649Z,862,B02416007293,202601317339185,Failed,"×
Error
Unable to verify the GST e-invoice: Total Amount Value in the uploaded e-invoice document are not matching with the GST Network information."
2026-02-10T07:02:13.414Z,872,B02416007341,202601317339205,Failed,Invoice PDF not found for E-Invoice Number: B02416007341
2026-02-10T07:02:39.608Z,878,B02416007369,202601317339219,Failed,"×
Error
OpenCV(4.9.0) /io/opencv/modules/imgproc/src/color.cpp:196: error: (-215:Assertion failed) !_src.empty() in function 'cvtColor'"
2026-02-10T07:02:43.128Z,883,B02416007395,202601317339229,Failed,Invoice PDF not found for E-Invoice Number: B02416007395
2026-02-10T07:03:05.789Z,965,B02416007976,202601317339484,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:03:21.628Z,996,B02416008245,202601317339667,Failed,"×
Error
Unable to verify the GST e-invoice: The QR code as required in the GST e-invoice is missing in the uploaded document."
2026-02-10T07:03:24.540Z,1120,B02416009078,202601317340420,Failed,Invoice PDF not found for E-Invoice Number: B02416009078
2026-02-10T07:03:55.034Z,1121,B02416009080,202601317340432,Failed,"locator.click: Timeout 30000ms exceeded.
Call log:
[2m  - waiting for locator('input[name=""searchField""]').first()[22m
[2m    - locator resolved to <input type=""text"" checkregex="""" autocomplete=""off"" name=""searchField"" placeholder=""Search"" _ngcontent-ng-c1973799827="""" class=""form-control search-field filter-item ng-untouched ng-pristine ng-valid""/>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    56 × waiting for element to be visible, enabled and stable[22m
[2m       - element is visible, enabled and stable[22m
[2m       - scrolling into view if needed[22m
[2m       - done scrolling[22m
[2m       - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
"
2026-02-10T07:04:25.693Z,1122,B02416009081,202601317340445,Failed,"locator.click: Timeout 30000ms exceeded.
Call log:
[2m  - waiting for locator('input[name=""searchField""]').first()[22m
[2m    - locator resolved to <input type=""text"" checkregex="""" autocomplete=""off"" name=""searchField"" placeholder=""Search"" _ngcontent-ng-c1973799827="""" class=""form-control search-field filter-item ng-untouched ng-pristine ng-valid""/>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    - waiting for element to be visible, enabled and stable[22m
[2m    - element is not stable[22m
[2m  2 × retrying click action[22m
[2m      - waiting 100ms[22m
[2m      - waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m  54 × retrying click action[22m
[2m       - waiting 500ms[22m
[2m       - waiting for element to be visible, enabled and stable[22m
[2m       - element is visible, enabled and stable[22m
[2m       - scrolling into view if needed[22m
[2m       - done scrolling[22m
[2m       - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m  - retrying click action[22m
[2m    - waiting 500ms[22m
[2m    - waiting for element to be visible, enabled and stable[22m
[2m    - element is visible, enabled and stable[22m
[2m    - scrolling into view if needed[22m
[2m    - done scrolling[22m
[2m    - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m  - retrying click action[22m
[2m    - waiting 500ms[22m
"
2026-02-10T07:04:28.804Z,1123,B02416009082,202601317340448,Success,Already uploaded (green status).
2026-02-10T07:04:31.814Z,1124,B02416009087,202601317340455,Success,Already uploaded (green status).
2026-02-10T07:04:34.328Z,1126,B02416009092,202601317340501,Success,Already uploaded (green status).
2026-02-10T07:04:37.378Z,1127,B02416009095,202601317340513,Success,Already uploaded (green status).
2026-02-10T07:04:39.950Z,1128,B02416009104,202601317340523,Success,Already uploaded (green status).
2026-02-10T07:04:42.405Z,1129,B02416009105,202601317340532,Success,Already uploaded (green status).
2026-02-10T07:04:44.879Z,1130,B02416009106,202601317340542,Success,Already uploaded (green status).
2026-02-10T07:04:47.344Z,1131,B02416009107,202601317340546,Success,Already uploaded (green status).
2026-02-10T07:04:49.783Z,1132,B02416009118,202601317340559,Success,Already uploaded (green status).
2026-02-10T07:04:52.129Z,1133,B02416009119,202601317340563,Success,Already uploaded (green status).
2026-02-10T07:04:55.045Z,1134,B02416009140,202601317340570,Success,Already uploaded (green status).
2026-02-10T07:04:58.191Z,1135,B02416009144,202601317340573,Success,Already uploaded (green status).
2026-02-10T07:05:00.954Z,1136,B02416009157,202601317340581,Success,Already uploaded (green status).
2026-02-10T07:05:03.338Z,1137,B02416009158,202601317340584,Success,Already uploaded (green status).
2026-02-10T07:05:06.247Z,1138,B02416009168,202601317340591,Success,Already uploaded (green status).
2026-02-10T07:05:09.246Z,1139,B02416009169,202601317340596,Success,Already uploaded (green status).
2026-02-10T07:05:11.748Z,1140,B02416009171,202601317340604,Success,Already uploaded (green status).
2026-02-10T07:05:14.385Z,1141,B02416009172,202601317340610,Success,Already uploaded (green status).
2026-02-10T07:05:16.999Z,1142,B02416009173,202601317340616,Success,Already uploaded (green status).
2026-02-10T07:05:19.343Z,1143,B02416009174,202601317340621,Success,Already uploaded (green status).
2026-02-10T07:05:21.979Z,1144,B02416009176,202601317340627,Success,Already uploaded (green status).
2026-02-10T07:05:24.667Z,1145,B02416009189,202601317340633,Success,Already uploaded (green status).
2026-02-10T07:05:27.190Z,1146,B02416009207,202601317340636,Success,Already uploaded (green status).
2026-02-10T07:05:29.788Z,1147,B02416009212,202601317340643,Success,Already uploaded (green status).
2026-02-10T07:05:32.597Z,1148,B02416009213,202601317340646,Success,Already uploaded (green status).
2026-02-10T07:05:34.941Z,1149,B02416009216,202601317340658,Success,Already uploaded (green status).
2026-02-10T07:05:37.645Z,1150,B02416009253,202601317340661,Success,Already uploaded (green status).
2026-02-10T07:05:40.549Z,1151,B02416009257,202601317340669,Failed,Invoice PDF not found for E-Invoice Number: B02416009257
2026-02-10T07:06:06.698Z,1152,B02416009265,202601317340673,Success,Already uploaded (green status).
2026-02-10T07:06:09.732Z,1153,B02416009283,202601317340681,Failed,Invoice PDF not found for E-Invoice Number: B02416009283
2026-02-10T07:06:31.880Z,1154,B02416009284,202601317340683,Failed,Invoice PDF not found for E-Invoice Number: B02416009284
2026-02-10T07:07:02.431Z,1155,B02416009304,202601317340693,Failed,"locator.click: Timeout 30000ms exceeded.
Call log:
[2m  - waiting for locator('input[name=""searchField""]').first()[22m
[2m    - locator resolved to <input type=""text"" checkregex="""" autocomplete=""off"" name=""searchField"" placeholder=""Search"" _ngcontent-ng-c1973799827="""" class=""form-control search-field filter-item ng-untouched ng-pristine ng-valid""/>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    - waiting for element to be visible, enabled and stable[22m
[2m    - element is not stable[22m
[2m  2 × retrying click action[22m
[2m      - waiting 100ms[22m
[2m      - waiting for element to be visible, enabled and stable[22m
[2m      - element is visible, enabled and stable[22m
[2m      - scrolling into view if needed[22m
[2m      - done scrolling[22m
[2m      - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m  54 × retrying click action[22m
[2m       - waiting 500ms[22m
[2m       - waiting for element to be visible, enabled and stable[22m
[2m       - element is visible, enabled and stable[22m
[2m       - scrolling into view if needed[22m
[2m       - done scrolling[22m
[2m       - <div tabindex=""-1"" role=""dialog"" aria-modal=""true"" id=""uploadInvoice"" class=""modal fade show"" data-bs-keyboard=""false"" data-bs-backdrop=""static"" _ngcontent-ng-c3768047143="""" aria-labelledby=""uploadInvoiceLabel"">…</div> intercepts pointer events[22m
[2m  - retrying click action[22m
[2m    - waiting 500ms[22m
"
